,Nombre,Score,Excelente,MuyBueno,Normal,Malo,Pesimo,Num_Reviews,Posicion,Rango_precio,Tipo_Cocina,Awards,Score_Comida,Score_Servicio,Calidad_Precio,Ambiente,Direccion,Web_TripAdvisor,Latina,Eur Este,Africana,China,Japonesa,Arabe,Mexicana,Caribeña,Asiatica,America Norte,America Sur,Italiana,Española,Eur Occidental,Asador,N/A,India,Num_Reviews_Spain,Latitud,Longitud
59,Cafeteria Jemein,4.0,2,2,1,0,0,5,472.0,€€ - €€€,['Café'],0,,,,,"['Calle Joaquin Costa 7', ' 28002 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d14987153-Reviews-Cafeteria_Jemein-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,40.208193,-3.5746433
60,Caradura Bar,2.5,0,0,0,0,2,3,449.0,€€ - €€€,['Internacional'],0,,,,,"['Calle Don Ramón De La Cruz 50', ' 28001 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d24851452-Reviews-Caradura_Bar-Madrid.html,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,,
61,Redbar Madrid - Plaza España,4.5,8,0,0,1,0,12,2212.0,€€ - €€€,"['Mexicana', 'Restaurante de carne', 'Española']",0,,,,,"['C. San Leonardo', ' 12', ' 28015 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d23829944-Reviews-Redbar_Madrid_Plaza_Espana-Madrid.html,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,9,40.4246662,-3.7113161
62,Cafetería Oskar,3.5,17,39,23,10,13,159,2067.0,€,"['Bar', 'Comida rápida', 'Española']",0,3.5,4.0,4.0,3.5,"['Calle Silva', ' 2.', ' 28013 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d2023515-Reviews-Cafeteria_Oskar-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,102,40.8189302,-3.6722728
63,Jaleo’s,4.5,1,1,0,0,0,2,12.0,€€ - €€€,['Ecuatoriana'],0,,,,,"['Calle Olvido 41', ' 28026 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d21369769-Reviews-Jaleo_s-Madrid.html,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,40.3573397,-3.6995281
64,Cafetería Mariuca,2.0,1,0,0,0,3,4,9039.0,€,[],0,,,,,"['Calle Menorca 47', ' 28009 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d12342343-Reviews-Cafeteria_Mariuca-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,40.4194099,-3.6733793
65,MEAT,4.0,72,127,46,17,9,296,61.0,€,"['Americana', 'Bar']",0,4.0,4.0,4.0,,"['Calle Santa Teresa 4', ' 28004 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d8385860-Reviews-Meat-Madrid.html,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,271,40.2078458,-3.5696521
66,VIPS,3.5,40,47,44,17,26,224,3032.0,€€ - €€€,"['Americana', 'Española']",0,3.5,3.5,3.5,,"['Calle Gran Vía', ' 65', ' 28013 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d7624833-Reviews-VIPS_Plaza_de_Espana-Madrid.html,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,174,40.4683282,-3.8707172
67,Té Jazmín,5.0,1,0,0,0,0,1,570.0,€€ - €€€,['Asiática'],0,,,,,"['Avenida Camino De Santiago 1', ' 28050 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d24121768-Reviews-Te_Jazmin-Madrid.html,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,40.5072736,-3.6715955
68,Sirio 28,4.5,12,4,5,0,0,21,1994.0,€€ - €€€,"['Europea', 'Española']",0,4.5,4.5,4.5,,"['Calle Sirio 28 Estrella', ' 28007 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d8603265-Reviews-Bar_Sirio_28-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,21,40.4120127,-3.6640639
69,Taberna Echula,3.5,10,9,2,1,6,28,345.0,€€ - €€€,"['Bar', 'Española', 'Pub']",0,3.5,3.5,3.5,,"['Calle Quero 87 Parque Aluche', ' 28024 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d7852151-Reviews-Taberna_Echula-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,28,,
70,Tapioqueria Madrid,4.5,7,0,0,0,1,9,21.0,€,"['Brasileña', 'Sudamericana']",0,,,,,"['Calle Fe 1', ' 28012 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d17456483-Reviews-Tapioqueria_Madrid-Madrid.html,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,40.2339275,-3.3539268
71,Sushi Shop,3.0,13,17,15,13,19,84,626.0,€€ - €€€,"['Japonesa', 'Sushi', 'Asiática']",0,3.5,2.5,3.0,3.5,"['23 Calle Genova', ' 28004 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d4167468-Reviews-Sushi_Shop-Madrid.html,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,77,40.4325679,-4.0615325
72,Restaurante Yang Guang,2.0,1,0,2,0,4,7,286.0,€,['China'],0,,,,,"['Calle Vital Aza 5', ' 28017 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d14023644-Reviews-Restaurante_Yang_Guang-Madrid.html,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,40.4311976,-3.6439747
73,Zapato veloz tacobar,4.0,3,0,1,1,0,5,5885.0,€€ - €€€,[],0,,,,,"['Calle de Fernández de los Ríos', ' 28', ' 28015 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d19847398-Reviews-Zapato_veloz_tacobar-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,40.4351044,-3.7072316
74,Taberna Cardeno,4.5,15,1,2,1,0,21,1445.0,€€ - €€€,"['Mediterránea', 'Española', 'Opciones vegetarianas']",0,4.0,4.0,4.0,,"['Calle de Maria Tubau 15', ' 28050 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d12445179-Reviews-Taberna_Cardeno-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,19,40.5120278,-3.6768855
75,Pipa&co,3.5,5,10,6,0,4,25,1064.0,€€ - €€€,"['Internacional', 'Mediterránea', 'Europea']",0,4.0,3.0,,,"['PIPA&CO Camino Zarzuela 23', ' 28023 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d17847975-Reviews-Pipa_co-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,25,,
76,Restaurante Ana la Santa,3.5,229,311,170,73,89,1238,1274.0,€€ - €€€,"['Mediterránea', 'Europea', 'Española']",0,3.5,3.5,3.5,4.0,"['Plaza Santa Ana 14', ' 28012 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d5974082-Reviews-Restaurante_Ana_la_Santa-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,872,,
77,Candela Deli,5.0,3,0,0,0,0,3,70.0,€,"['Española', 'Tienda gourmet']",0,,,,,"['Calle del Arenal 11', ' 28013 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d17068189-Reviews-Candela_Deli-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,40.4171669,-3.7065415
78,Ginos,3.0,5,1,3,4,8,24,2854.0,€€ - €€€,"['Italiana', 'Mediterránea']",0,2.0,2.0,2.0,,"['Calle General López Pozas', ' 2', ' 28036 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d8756630-Reviews-Ginos_Lopez_Pozas-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,21,,
79,Casa Fonzo,4.0,162,151,19,15,16,390,483.0,€€ - €€€,"['Internacional', 'Mediterránea', 'Europea']",1,4.0,4.5,4.0,4.0,"['Calle Ponzano', ' 60 Esquina con Rio Rosas', ' 28003 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d2320681-Reviews-Casa_Fonzo-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,363,,
80,La Piconera,3.5,3,5,2,2,1,21,3370.0,€€ - €€€,['Española'],0,3.5,3.5,3.5,,"['Calle Cadiz 10', ' 28012 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d3405878-Reviews-La_Piconera-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,40.4157646,-3.7024514
81,Cafetería Caracas,3.5,0,1,1,0,0,2,4141.0,€€ - €€€,"['Café', 'Europea', 'Española']",0,,,,,"['Calle de Fernandez de La Hoz 3', ' 28010 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d12448747-Reviews-Cafeteria_Caracas-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,40.433917,-3.6949204
82,Restaurante Prado,2.5,2,5,6,2,9,31,547.0,€€ - €€€,"['Internacional', 'Española']",0,2.5,3.0,2.5,,"['Paseo del Prado 16', ' 28014 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d13986470-Reviews-Restaurante_Prado-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,24,40.4146927,-3.69338
83,Café & Tapas,3.0,2,3,3,0,2,13,98.0,€€ - €€€,"['Café', 'Pub', 'Pub restaurante']",0,,,,,"['Calle del Arenal 9', ' 28013 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d10688690-Reviews-Cafe_Tapas-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,40.4169317,-3.7061643658559222
84,LAP Bar Cafe,4.5,17,4,0,0,2,35,148.0,€€ - €€€,"['Café', 'Opciones vegetarianas', 'Opciones veganas']",0,5.0,4.5,4.5,,"['Calle Embajadores 19 Local 1', ' 28012 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d12953062-Reviews-LAP_Bar_Cafe-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,,
85,Restaurante El Tesoro,3.5,11,21,8,5,4,57,183.0,€€ - €€€,"['China', 'Opciones vegetarianas']",0,3.5,3.5,4.0,,"['Calle Hortaleza', ' 19', ' 28004 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d4191703-Reviews-Restaurante_El_Tesoro-Madrid.html,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,49,40.4216051,-3.7002087
86,Mesón Molinero,4.5,290,37,10,5,3,376,147.0,€€ - €€€,"['Restaurante de carne', 'Mediterránea', 'Española']",1,4.5,4.5,4.5,4.5,"['Calle Alhambra 72', ' 28047 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d990935-Reviews-Meson_Molinero-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,345,40.3972995,-3.7441719
87,Rodilla,4.0,5,4,6,0,2,30,2333.0,€,"['Café', 'Española', 'Opciones vegetarianas']",0,,,,,"['Preciados', ' 25', ' 28013 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d5776260-Reviews-Rodilla-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,17,40.4194526,-3.7057168
88,Restaurante Aitatxu,4.5,64,10,3,1,0,81,264.0,€€€€,"['Internacional', 'Mediterránea', 'Europea']",0,5.0,5.0,5.0,,"['Calle Claudio Coello 122', ' 28006 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d16770279-Reviews-Restaurante_Aitatxu-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,78,40.436781,-3.6851814
89,Juana La Loca,4.5,658,429,135,73,84,2123,292.0,€€ - €€€,"['Española', 'Opciones vegetarianas', 'Opciones veganas']",1,4.5,4.0,3.5,4.0,"['Plaza Puerta de Moros 4 La Latina', ' 28005 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d779707-Reviews-Juana_La_Loca-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1379,,
90,LUX Madrid,4.0,99,76,52,27,18,316,840.0,€€€€,"['Mediterránea', 'Española', 'Opciones vegetarianas']",0,4.0,4.0,3.5,,"['Calle de Jorge Juan 22', ' 28001 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d12969498-Reviews-LUX_Madrid-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,272,40.4236876,-3.6848461
91,Rude Burger,4.0,29,2,3,3,4,45,126.0,€€ - €€€,['Americana'],0,5.0,4.5,5.0,,"['Calle General Pardiñas 32 Bar', ' 28001 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d19176322-Reviews-Rude_Burger-Madrid.html,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,41,,
92,Restaurante Los Angeles,4.0,5,12,1,1,2,26,2612.0,€€ - €€€,['Española'],0,4.0,4.5,3.5,,"['Calle Rodriguez San Pedro 36', ' 28015 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d3164855-Reviews-Restaurante_Los_Angeles-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,40.4318093,-3.7116055
93,Grupo Oter,4.0,3,0,0,0,0,4,3618.0,€€ - €€€,[],0,,,,,"['Calle Don Ramon de La Cruz 100', ' 28006 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d7998394-Reviews-Grupo_Oter-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,,
94,Bar Expres,4.0,0,2,1,0,0,8,3540.0,€€ - €€€,[],0,3.5,4.0,4.0,,"['Calle Noviciado 2', ' 28015 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d6605329-Reviews-Bar_Expres-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,40.4256169,-3.7075202
95,Chifa Peruano Jama,3.0,3,1,2,3,1,10,7085.0,€€ - €€€,"['China', 'Peruana', 'Latina']",0,,,,,"['Calle Picos de Europa', ' 11 B', ' 28038 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d21369770-Reviews-Chifa_Peruano_Jama-Madrid.html,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,40.39539015,-3.661647182581894
96,Casa Adriano,4.5,104,64,12,2,7,207,762.0,€€ - €€€,"['Marisco', 'Española', 'Opciones sin gluten']",0,4.5,4.5,4.0,3.5,"['Calle Pamplona 19', ' 28039 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d1994803-Reviews-Casa_Adriano-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,189,40.4544622,-3.7055586
97,Bar Trafalgar,3.5,6,5,0,2,3,18,408.0,€€ - €€€,"['Española', 'Pub', 'Bares para comer']",0,,,,,"['C/ Alburquerque 14 (entrada Por C/ Palafox)', ' 28010 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d24090895-Reviews-Bar_Trafalgar-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,16,,
98,Casa la Salteña Boliviana,4.0,0,1,0,0,0,1,,€€ - €€€,[],0,,,,,"['Calle AMPARO USERA', ' 41', ' 28026 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d17510653-Reviews-Casa_la_Saltena_Boliviana-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,40.3870164,-3.705795898224382
99,Jarritus Madrid Cerveceria,4.5,184,85,31,15,11,550,341.0,€€ - €€€,"['Mediterránea', 'Europea', 'Española']",1,4.0,4.5,4.0,4.0,"['Calle Alcala 233 Calle Alcalá', ' 233', ' 28028 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d6586181-Reviews-Jarritus-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,326,,
100,El Oso y El Madrono,4.0,18,12,8,0,0,64,1852.0,€,['Española'],0,4.0,3.5,4.0,,"['Calle Bolsa 4', ' 28013 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d3907380-Reviews-El_Oso_y_El_Madrono-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38,40.4147897,-3.704081
101,Panaderia Pasteleria Cafeteria Miago,3.5,4,1,1,2,2,10,6390.0,€,[],0,,,,,"['Calle Manchester Esquina Calle Suecia', ' Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d10840650-Reviews-Panaderia_Pasteleria_Cafeteria_Miago-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,,
102,La Metixe. Taberna Mexicana,3.5,2,0,1,1,1,6,298.0,€€ - €€€,"['Mexicana', 'Latina', 'Española']",0,,,,,"['C. de Valderribas', ' 23', ' 28007 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d23935592-Reviews-La_Metixe_Taberna_Mexicana-Madrid.html,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,40.4054749,-3.6775223
103,Esencia Restaurante,5.0,45,2,1,0,0,49,139.0,€€ - €€€,"['Mediterránea', 'Europea', 'Española']",0,5.0,5.0,5.0,,"['Calle Ages S/N Las Tablas', ' 28050 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d16845823-Reviews-Esencia_Restaurante-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,48,,
104,Claridge Hotel Restaurant,4.0,24,25,16,8,5,108,2816.0,€€ - €€€,"['Europea', 'Española']",0,3.0,3.5,3.0,,"['Plaza Conde de Casal 6', ' 28007 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d6705993-Reviews-Claridge_Hotel_Restaurant-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,78,,
105,Farvisfusión,5.0,4,0,0,0,0,4,362.0,€€€€,"['Internacional', 'Fusión']",0,,,,,"['Calle De Coslada', ' 17', ' 28028 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d23119061-Reviews-Farvisfusion-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,40.4382422,-3.6735514
106,Sushicatessen,4.0,5,0,1,0,1,7,257.0,€€ - €€€,"['Japonesa', 'Sushi']",0,4.5,4.5,4.0,,"['Calle del General Pardinas', ' 91', ' 28006 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d10225280-Reviews-Sushicatessen-Madrid.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,40.4356629,-3.677841
107,Mola Pizza,5.0,6,1,0,0,0,7,291.0,€€ - €€€,['Pizza'],0,,,,,"['Plaza Del Descubridor Diego Ordás', ' 3', ' 28003 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d24179050-Reviews-Mola_Pizza-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,,
108,La Fonda Lironda,2.5,17,12,18,17,38,105,9068.0,€€€€,"['Internacional', 'Mediterránea', 'Europea']",0,3.5,3.5,3.0,,"['Génova 27', ' 28004 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d22873435-Reviews-La_Fonda_Lironda-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,102,,
109,Brasaylena,3.5,4,0,0,1,1,7,28.0,€€ - €€€,['Sudamericana'],0,,,,,"['Avenida del Manzanares', ' 210', ' 28019 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d19087253-Reviews-Brasaylena-Madrid.html,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,40.3903796,-3.7003475
110,Yakitori Bar,3.0,8,1,0,2,6,17,367.0,€€ - €€€,['Japonesa'],0,,,,,"['Calle de Magallanes 19 28015', ' 28015 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d14767919-Reviews-Yakitori_Bar-Madrid.html,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,,
111,EntreCarbón,4.0,8,0,2,1,1,12,2874.0,€,"['Restaurante de carne', 'Barbacoa', 'Española']",0,,,,,"['Calle de la Pena de la Atalaya 86', ' 28053 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d13075695-Reviews-EntreCarbon-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,12,,
112,Altair,4.0,17,11,5,2,2,38,1848.0,€€ - €€€,"['Mediterránea', 'Española', 'Opciones vegetarianas']",0,4.0,4.0,4.0,,"['Calle de Arturo Soria 321', ' 28033 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d12111264-Reviews-Altair-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,37,40.4797814,-3.6690464
113,Taj Mahal,4.0,115,96,32,6,8,284,102.0,€€ - €€€,"['India', 'Asiática', 'Opciones vegetarianas']",0,4.0,4.0,4.0,3.5,"['Calle de Belén', ' 12', ' 28004 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d3577016-Reviews-Taj_Mahal-Madrid.html,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,257,40.4241766,-3.6962589
114,Taberna Mediterraneo,2.5,0,1,0,0,1,2,8186.0,€€ - €€€,[],0,,,,,"['Avenida de Mediterraneo 65', ' 28007 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d12286589-Reviews-Taberna_Mediterraneo-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,,
115,La Testarruda,4.5,16,5,3,0,0,28,1187.0,€,"['Mediterránea', 'Española']",0,4.5,5.0,5.0,,"['Calle Ruda 18', ' 28005 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d12860830-Reviews-La_Testarruda-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,40.4107919,-3.7086558
116,La Buga del Lobo,3.0,30,45,16,23,43,209,626.0,€€ - €€€,"['Latina', 'Bar']",0,3.5,3.5,3.5,3.5,"['Calle Argumosa 11', ' 28012 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d2011726-Reviews-La_Buga_del_Lobo-Madrid.html,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,157,40.4089962,-3.6997158
117,Antonella Madrid,3.5,29,15,10,5,11,76,952.0,€€ - €€€,"['Italiana', 'Mediterránea', 'Europea']",0,3.5,3.5,3.0,,"['Calle Diego Ayllón', ' 16', ' 28043 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d17579019-Reviews-Antonella_Madrid-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,70,,
118,L' Angelina Restaurant,3.5,4,6,5,1,2,18,412.0,€,['Italiana'],0,,,,,"['Calle Riaza 40', ' 28023 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d6716165-Reviews-L_Angelina_Restaurant-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,40.4565241,-3.7833089
119,La Fontanica Bar Restaurante,3.5,10,25,3,5,3,50,2089.0,€€ - €€€,"['Mediterránea', 'Española']",0,4.5,4.0,4.0,,"['Calle de Arturo Soria 308', ' 28033 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d14863586-Reviews-La_Fontanica_Bar_Restaurante-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,46,40.4753477,-3.6680734
120,El Refugio de Vinateros,5.0,2,0,0,0,0,2,6078.0,€€ - €€€,"['Pizza', 'Mediterránea', 'Sushi']",0,,,,,"['Calle Marroquina 36', ' 28030 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d21348387-Reviews-El_Refugio_de_Vinateros-Madrid.html,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,40.407750050000004,-3.648076869535653
121,Makkila Almagro,3.0,4,6,6,2,6,26,4211.0,€€ - €€€,"['Europea', 'Española']",0,3.5,3.5,3.0,,"['Calle Almagro 22', ' 28010 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d23222370-Reviews-Makkila_Almagro-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,24,40.4291805,-3.6937519
122,Kebab Pollo A La Broster,3.5,1,0,0,0,0,2,39.0,€,['Turca'],0,,,,,"['Cuesta San Vicente', ' 28008 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d13929686-Reviews-Kebab_Pollo_A_La_Broster-Madrid.html,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,40.4204631,-3.7163318
123,Restaurante Mutis,4.5,29,7,8,3,0,52,1313.0,€€€€,"['Mediterránea', 'Española', 'Opciones vegetarianas']",0,4.5,4.5,4.0,,"['Calle de López de Hoyos 4', ' 28006 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d11576197-Reviews-Restaurante_Mutis-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,47,40.436343300000004,-3.688403070332944
124,Sauvage Madrid,4.0,12,2,3,3,3,24,1990.0,€€ - €€€,"['Mediterránea', 'Asiática', 'Fusión']",0,,,,,"['Calle de Lagasca', ' 155', ' 28006 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d21328430-Reviews-Sauvage-Madrid.html,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,23,40.4339382,-3.6845028
125,Bar Pepito,3.5,4,13,4,1,2,26,2738.0,€,['Española'],0,3.5,3.5,3.5,,"['Calle Boiro 32', ' 28042 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d3678427-Reviews-Bar_Pepito-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,40.465441,-3.5872749
126,A-z Food & Café,4.5,21,11,3,0,0,44,669.0,€,"['Bar', 'Mediterránea', 'Europea']",0,4.0,4.0,4.0,,"['Juan de Mena', '12', ' 28014 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d5796042-Reviews-AZ_Restaurante-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,35,40.41715095,-3.6898475918924247
127,Bulevar 54,3.5,58,42,16,6,23,167,1654.0,€€ - €€€,"['Bar', 'Mediterránea', 'Española']",0,3.5,4.0,4.0,,"['Calle Juan Bravo 54', ' 28006 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d6716177-Reviews-Bulevar_54-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,145,40.2375414,-3.7631933
128,Plática Restaurante,4.5,14,1,3,0,0,20,92.0,€€ - €€€,"['Peruana', 'Latina', 'Bar']",0,5.0,5.0,5.0,,"['Calle de Recoletos', ' 28001 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d19462679-Reviews-Platica_Restaurante-Madrid.html,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,40.4218156,-3.6899763
