,Nombre,Score,Excelente,MuyBueno,Normal,Malo,Pesimo,Num_Reviews,Posicion,Rango_precio,Tipo_Cocina,Awards,Score_Comida,Score_Servicio,Calidad_Precio,Ambiente,Direccion,Web_TripAdvisor,Latina,Eur Este,Africana,China,Japonesa,Arabe,Mexicana,Caribeña,Asiatica,America Norte,America Sur,Italiana,Española,Eur Occidental,Asador,N/A,India,Num_Reviews_Spain,Latitud,Longitud
5570,El Molinon,4.0,68,72,13,7,8,189,1335.0,€€ - €€€,"['Mediterránea', 'Española', 'Opciones sin gluten']",0,4.0,4.5,4.0,4.0,"['Paseo Florida 17', ' 28008 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d987940-Reviews-El_Molinon-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,168,,
5571,Tanteo,4.0,32,32,21,7,7,111,1772.0,€€ - €€€,"['Mediterránea', 'Europea', 'Española']",0,3.5,3.5,3.5,,"['Calle Castelló', ' 104', ' 28006 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d8749244-Reviews-Tanteo-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,99,,
5572,Bar Boti,4.0,0,1,0,0,0,1,7632.0,€€ - €€€,[],0,,,,,"['Calle Hornachos 13', ' 28053 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d12408151-Reviews-Bar_Boti-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,40.3736931,-3.6689057
5573,Café & Té,2.5,0,1,2,1,2,7,2784.0,€€ - €€€,['Mediterránea'],0,,,,,"['Avenida de Felipe II', ' 12', ' 28009 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d10504633-Reviews-Cafe_Te-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,40.423930600000006,-3.6742277376233554
5574,Restaurante Mazal,4.0,7,5,1,0,1,14,942.0,€€ - €€€,['Española'],0,4.5,5.0,4.0,,"['Avda Monasterio Del Escorial - Montecarmelo', ' Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d23586297-Reviews-Restaurante_Mazal-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,14,40.5043462,-3.699599
5575,Santa Gloria,5.0,1,0,0,0,0,1,3771.0,€€ - €€€,[],0,,,,,"['C/ San Bernardo N58 Frente Al Metro Noviciados', ' 28015 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d24279228-Reviews-Santa_Gloria-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,,
5576,Casa Merani,4.0,26,23,8,3,3,98,1147.0,€,"['Europea', 'Española']",0,3.5,4.0,4.0,3.0,"['Calle Cervantes 19', ' 28014 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d3293976-Reviews-Casa_Merani-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,63,40.41442365,-3.696370423653061
5577,La Kama Cafe,3.0,2,1,0,1,0,6,479.0,€€ - €€€,"['Café', 'Pub', 'Saludable']",0,,,,,"['Calle De Augusto Figueroa', '17 Esquina', ' 28004 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d23969709-Reviews-La_Kama_Cafe-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,,
5578,El Cacique,4.0,72,109,39,19,16,270,31.0,€€ - €€€,"['Mediterránea', 'Española', 'Asador']",0,4.0,4.0,3.5,4.0,"['Calle Padre Damian 47', ' 28036 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d991853-Reviews-El_Cacique-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,255,40.4625498,-3.6854431
5579,Pacific Burger,2.5,1,0,0,0,2,3,8511.0,€€ - €€€,[],0,,,,,"['Calle Valderribas 88', ' 28007 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d7303419-Reviews-Pacific_Burger-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,40.40156585,-3.668934732001361
5580,nonsolocaffé,4.0,62,64,14,9,13,192,127.0,€€ - €€€,"['Italiana', 'Mediterránea', 'Europea']",1,4.0,4.0,3.5,4.0,"['Rios Rosas', ' 52', ' 28003 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d1437919-Reviews-Nonsolocaffe-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,162,40.4425703,-3.6976294
5581,Telepizza,2.0,0,1,1,1,4,7,369.0,€€ - €€€,[],0,,,,,"['Mar De Kara', ' 1', ' 28033 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d5491136-Reviews-Telepizza-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,,
5582,As Fontes,4.0,46,66,21,7,12,187,1584.0,€€ - €€€,['Mediterránea'],0,4.0,4.0,4.0,,"['Calle General Lacy 10', ' 28045 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d8518315-Reviews-As_Fontes-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,152,40.4043699,-3.6909298635211325
5583,Ivy Cottage,3.5,2,0,1,0,1,5,4136.0,€€ - €€€,"['Española', 'Británica']",0,,,,,"['C/ del Alcalde Sainz de Baranda', ' 80', ' 28007 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d23774030-Reviews-Ivy_Cottage-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4,40.417488,-3.6668547
5584,Valgame Dios,3.0,48,55,31,26,75,266,4466.0,€€ - €€€,['Española'],0,3.5,3.0,3.0,,"['Calle Augusto Figueroa', ' 43', ' 28004 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d6578217-Reviews-Valgame_Dios-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,235,,
5585,Taberna La Carniceria,2.5,1,0,2,0,3,7,2898.0,€€ - €€€,"['Mediterránea', 'Barbacoa', 'Española']",0,,,,,"['Avenida Donostiarra 12 Posterior', ' 28027 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d15191327-Reviews-Taberna_La_Carniceria-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,,
5586,El Caciquito,3.0,13,34,23,10,15,98,269.0,€€ - €€€,"['Pizza', 'Mediterránea', 'Española']",0,3.5,3.5,3.5,4.0,"['Calle Padre Damián', ' 47 Esquina Pedro Muguruza', ' 28036 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d5489165-Reviews-EL_Caciquito-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,95,,
5587,Sorgo Rojo,4.0,70,63,24,6,4,180,1207.0,€€ - €€€,"['Japonesa', 'Sushi', 'Asiática']",0,4.0,4.0,4.0,,"['Calle de Alcalá', ' 501', ' 28027 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d7994373-Reviews-Restaurante_Asiatico_Sorgo_Rojo-Madrid.html,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,167,40.4352581,-3.6436696
5588,O'Touxeiro,3.5,5,1,1,1,3,11,2523.0,€€ - €€€,"['Mediterránea', 'Española']",0,,,,,"['Calle Gainza 315', ' 28041 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d12321273-Reviews-O_Touxeiro-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,40.3687371,-3.7188077
5589,Honest Greens Hortaleza,4.0,129,95,33,13,23,407,99.0,€€ - €€€,"['Mediterránea', 'Europea', 'Saludable']",1,4.5,4.0,4.0,,"['Calle Hortaleza', ' 100', ' 28004 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d14210008-Reviews-Honest_Greens_Hortaleza-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,293,40.4248395,-3.6978505
5590,El Fogon de Trifon,4.5,162,77,16,10,6,286,225.0,€€€€,"['Mediterránea', 'Europea', 'Española']",1,4.5,4.5,3.5,4.0,"['C/ Ayala 144', ' Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d2239238-Reviews-El_Fogon_de_Trifon-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,271,,
5591,Domino's Pizza,2.5,1,2,4,1,6,15,351.0,€€ - €€€,[],0,2.0,,,,"['Avenida Moratalaz', ' 149', ' 28030 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d5444759-Reviews-Domino_s_Pizza_Moratalaz-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14,40.4072746,-3.6476498
5592,Gourmet Experience Castellana,4.0,26,30,11,3,8,79,286.0,€€ - €€€,"['Internacional', 'Opciones vegetarianas']",0,4.0,3.5,3.5,4.5,"['Calle Raimundo Fernández Villaverde El Corte Inglés Madrid Castellana Store', ' 28003 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d4044310-Reviews-Gourmet_Experience_Castellana-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78,,
5593,Despacho de Bacalao,3.5,4,1,3,0,4,16,3807.0,€€ - €€€,"['Europea', 'Española', 'Portuguesa']",0,3.5,4.0,4.0,,"['Plaza Cascorro 6', ' 28005 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d15564822-Reviews-Despacho_de_Bacalao-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,12,40.4105333,-3.7071901
5594,Restaurante La Vanduca,4.5,149,96,24,7,9,341,375.0,€€ - €€€,"['Mediterránea', 'Europea', 'Española']",1,4.5,4.0,4.0,,"['Calle Columela 2', ' 28001 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d8015602-Reviews-Restaurante_La_Vanduca-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,285,40.4210631,-3.6881291
5595,Rodilla,4.5,1,3,0,0,0,5,458.0,€,['Café'],0,,,,,"['Calle del Arenal 23', ' 28013 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d17760187-Reviews-Rodilla-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,40.4177493,-3.7089054
5596,Bodega Salvaje,4.5,31,4,3,1,1,40,44.0,€€ - €€€,"['Pub con cerveza artesanal', 'Mediterránea', 'Española']",0,4.5,4.5,4.5,,"['Calle de Jaime El Conquistador 25', ' 28045 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d13540521-Reviews-Bodega_Salvaje-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,40,40.3955487,-3.6980253692436005
5597,Pecado Carnal,3.0,35,42,45,25,28,180,206.0,€€ - €€€,"['Americana', 'Restaurante de carne']",0,3.5,3.0,3.0,3.0,"['Calle Naciones 5', ' 28006 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d3844233-Reviews-Pecado_Carnal-Madrid.html,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,175,40.4266994,-3.6738522
5598,Pe De Pisco,3.0,7,4,0,3,6,22,7801.0,€,"['Peruana', 'Latina', 'Española']",0,,,,,"['Calle Aduana 5 Metro Sol O Gran Via', ' 28013 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d14977432-Reviews-Pe_De_Pisco-Madrid.html,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,,
5599,Taberna Casa Ambrosio,4.0,4,0,0,0,2,7,285.0,€€ - €€€,"['Bar', 'Mediterránea', 'Española']",0,,,,,"['Calle Bolsa 3 Casa Ambrosio', ' 28012 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d19719603-Reviews-Taberna_Casa_Ambrosio-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,,
5600,Caracortada Cocktail Bar,4.5,5,0,0,0,0,7,404.0,€,"['Bar', 'Pub', 'Bares para comer']",0,,,,,"['Calle Huertas 63', ' 28014 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d23140918-Reviews-Caracortada_Cocktail_Bar-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,40.4131491,-3.6960498
5601,Cafe Moderno,2.5,4,6,11,2,12,38,909.0,€€ - €€€,['Café'],0,2.5,3.0,3.0,,"['Plaza Comendadoras 1', ' 28015 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d4939906-Reviews-Cafe_Moderno-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,,
5602,Starbucks ECI Mendez Alvaro,2.5,0,1,0,1,1,3,853.0,€,['Café'],0,,,,,"['Calle Retama', ' 8 CC ECI Mendez Alvaro Cc Eci Mendez Alvaro', ' 28045 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d12550909-Reviews-Starbucks_ECI_Mendez_Alvaro-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,,
5603,Alcuzcuz de Alhuzema,4.0,71,39,14,3,5,136,1446.0,€€ - €€€,"['Marroquí', 'Mediterránea', 'Opciones vegetarianas']",0,4.5,4.0,4.0,,"['Calle Farmacia', ' 8', ' 28004 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d991738-Reviews-Alcuzcuz_de_Alhuzema-Madrid.html,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,132,40.4478236,-3.6444322
5604,212 Bistró,4.0,13,10,4,1,2,34,154.0,€,"['Americana', 'Venezolana', 'Sudamericana']",0,4.5,4.5,5.0,,"['Calle de Alcalá', ' 196 Diagonal a la Plaza de Toros de Ventas', ' 28028 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d15677450-Reviews-212_Bistro-Madrid.html,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,,
5605,La Mafia Se Sienta A La Mesa,4.5,4,1,0,1,0,7,185.0,€€ - €€€,"['Pizza', 'Mediterránea', 'Contemporánea']",0,,,,,"['Plaza De Manuel Gomez-moreno S/n S/n', ' 28020 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d24721688-Reviews-La_Mafia_Se_Sienta_A_La_Mesa-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,6,,
5606,Cervecería Sagredo,3.5,1,1,0,1,0,3,7532.0,€€ - €€€,[],0,,,,,"['Avenida de la Ciudad de Barcelona 55', ' 28007 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d15631978-Reviews-Cerveceria_Sagredo-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,40.4029536,-3.6770871
5607,El Angel,5.0,5,0,0,0,0,5,3089.0,€€ - €€€,[],0,,,,,"['Plaza de Verin', ' 14', ' 28029 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d12050328-Reviews-El_Angel-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,40.4773525,-3.7091774
5608,Suyana Sánguches,4.0,1,0,1,0,0,2,7114.0,€€ - €€€,[],0,,,,,"['Calle de Hermenegildo Bielsa', ' 22', ' 28026 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d19847374-Reviews-Suyana_Sanguches-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,,
5609,Pinale Coffee Shop & Salad Bar,4.5,26,7,2,0,0,40,999.0,€,"['Café', 'Mediterránea', 'Española']",0,4.5,5.0,4.5,,"['Calle General Pardinas', ' 23', ' 28001 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d10535475-Reviews-PINALE_Coffee_Shop_Salad_Bar-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,35,40.4264493,-3.6786199
5610,La Taberna de Barcelo,3.0,7,3,2,0,9,21,4250.0,€€ - €€€,[],0,,,,,"['Calle Barcelo 6', ' 28004 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d12814638-Reviews-La_Taberna_de_Barcelo-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,21,40.426544899999996,-3.698786316244
5611,La Barra de Santerra,4.0,10,2,4,1,1,18,1849.0,€€ - €€€,"['Mediterránea', 'Española']",0,,,,,"['Calle General Pardiñas 56', ' 28006 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d20094555-Reviews-La_Barra_de_Santerra-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,40.4289917,-3.6782342
5612,La Barca,4.5,5,2,1,0,0,8,3043.0,€€ - €€€,[],0,,,,,"['Avenida Rafaela Ybarra', ' 10', ' 28026 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d5771797-Reviews-La_Barca-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8,,
5613,Círculo Marisqueria,3.5,118,143,73,37,74,448,102.0,€€ - €€€,"['Marisco', 'Mediterránea', 'Española']",0,3.5,3.5,3.5,,"['Calle Oliva de Plasencia', ' 1 Centro Comercial San Ignacio de Loyola', ' 28044 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d8311322-Reviews-Circulo_Marisqueria-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,445,,
5614,Baritono Prosperidad,4.5,14,2,1,1,0,18,2618.0,€,"['Mexicana', 'Peruana', 'Española']",0,5.0,5.0,4.5,,"['Calle García Luna', ' 1', ' 28002 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d23576849-Reviews-Baritono_Prosperidad-Madrid.html,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,18,40.446203249999996,-3.676869210658602
5615,Cerveceria Don Calamar,3.0,19,30,26,6,18,202,8221.0,€€ - €€€,"['Marisco', 'Europea', 'Española']",0,3.0,3.5,3.0,,"['Plaza Mayor 7', ' 28012 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d10064090-Reviews-Cerveceria_Don_Calamar-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,99,40.4149941,-3.7079475
5616,La Empanadería,3.0,3,3,3,2,3,14,8213.0,€€ - €€€,[],0,2.5,3.5,2.0,,"['Calle de Diego de León', ' 24', ' 28006 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d9849149-Reviews-La_Empanaderia-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,40.43478,-3.6826195
5617,Restaurante Muxia,4.0,30,13,8,0,3,54,1488.0,€€ - €€€,"['Marisco', 'Mediterránea', 'Española']",0,4.5,4.5,4.5,,"['Camino de Hormigueras 112 Poligono Industrial de Vallecas', ' 28031 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d8309617-Reviews-Restaurante_Muxia-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,54,40.3738858,-3.6454604401069526
5618,Maye's Bistro Las Tablas,4.5,158,108,21,5,7,302,401.0,€€ - €€€,"['Americana', 'Comida rápida', 'Opciones vegetarianas']",0,4.5,4.5,4.0,3.5,"['Paseo de la Tierra de Melide 13A Escalera A Planta 0 Local 6', ' 28050 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d3437760-Reviews-Maye_s_Bistro_Las_Tablas-Madrid.html,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,299,,
5619,Comercial Bibey,3.0,9,9,4,5,7,34,4342.0,€€ - €€€,"['Bar', 'Española']",0,3.0,3.5,3.0,,"['Calle Carlos Maurras 1 Centro Comercial Castellana 200', ' 28036 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d7697022-Reviews-Comercial_Bibey-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,34,,
5620,Frida Luna Bar & Grill,5.0,1,0,0,0,0,1,590.0,€€ - €€€,"['Mexicana', 'Americana', 'Bar']",0,,,,,"['Calle De Ríos Rosas', ' 28', ' 28003 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d23245131-Reviews-Frida_Luna_Bar_Grill-Madrid.html,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,40.4416236,-3.699280102170369
5621,Donde Justo,5.0,1,0,0,0,0,1,3823.0,€€ - €€€,['Española'],0,,,,,"['Calle de La Virgen de Aranzazu 9', ' 28034 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d12246794-Reviews-Donde_Justo-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,
5622,Vantin,4.5,12,3,1,1,0,17,1882.0,€€ - €€€,['Española'],0,4.5,4.5,4.5,,"['Bretón de los Herreros 27', ' 28003 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d18976644-Reviews-Vantin-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,40.4394564,-3.6961963
5623,Kabuki,4.5,401,152,56,27,14,725,400.0,€€€€,"['Japonesa', 'Sushi', 'Asiática']",0,4.5,4.5,3.5,4.0,"['Avenida Presidente Carmona 2', ' 28020 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d717249-Reviews-Kabuki-Madrid.html,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,650,,
5624,La Eñe,5.0,2,0,0,0,0,2,3406.0,€€ - €€€,[],0,,,,,"['Calle De Jesús', ' 6', ' 28014 Madrid', ' 28014 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d23562577-Reviews-La_Ene-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,,
5625,Bosforos Turkish Restaurante,2.5,0,1,0,0,1,2,46.0,€€ - €€€,[],0,,,,,"['Calle del Arenal 18', ' 28013 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d24147785-Reviews-Bosforos_Turkish_Restaurante-Madrid.html,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,40.417346,-3.7066728
5626,Oven Mozzarella Bar Fuencarral,4.5,2,541,130,41,36,3996,88.0,€€ - €€€,"['Italiana', 'Pizza', 'Mediterránea']",0,4.5,4.5,4.5,4.5,"['C/Fuencarral 74', ' 28004 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,750,40.4253241,-3.7007863
5627,KFC Islazul,2.5,1,2,3,1,3,10,427.0,€€ - €€€,[],0,,,,,"['Calle Calderilla 1 Centro Comercial Islazul', ' 28054 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d8043490-Reviews-KFC_Islazul-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,,
5628,Maricastana Bar & Kitchen,4.0,267,307,139,47,38,915,363.0,€€ - €€€,"['Mediterránea', 'Europea', 'Española']",1,4.0,4.0,3.5,4.0,"['Corredera Baja de San Pablo 12', ' 28004 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d4937390-Reviews-Maricastana_Bar_Kitchen-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,798,40.4221388,-3.7041956
5629,El Rondador,3.0,1,0,0,0,1,2,19.0,€€ - €€€,['Ecuatoriana'],0,,,,,"['Calle Sallaberry 65', ' 28019 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d19261138-Reviews-El_Rondador-Madrid.html,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,
5630,St. James,4.0,113,121,63,25,30,505,1656.0,€€€€,"['Marisco', 'Mediterránea', 'Europea']",0,4.0,4.0,3.5,3.5,"['Calle Juan Bravo 26', ' 28006 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d1136043-Reviews-St_James-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,352,40.2375414,-3.7631933
5631,La Cafetera de Vergara,5.0,1,0,0,0,0,1,634.0,€,"['Café', 'Española']",0,,,,,"['Calle Chile 5', ' 28016 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d17146486-Reviews-La_Cafetera_de_Vergara-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,40.4249125,-3.5550367
5632,La Brana,3.5,25,22,17,9,12,87,4573.0,€€ - €€€,"['Mediterránea', 'Española']",0,3.5,3.5,3.5,3.5,"['Calle Antonio Lopez 217', ' 28026 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d3691834-Reviews-La_Brana-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,85,40.4542864,-3.7996377
5633,Virginia Bar Restaurante,4.0,7,7,1,0,1,16,2717.0,€,['Española'],0,4.5,4.5,4.5,4.5,"['Paseo Marques de Zafra 38', ' 28028 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d2489471-Reviews-Virginia_Bar_Restaurante-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,40.42613555,-3.6646937363589442
5634,El Ancla,3.0,9,7,5,4,8,45,8416.0,€,[],0,3.5,3.5,3.5,,"['Paseo Venezuela 1 Parque del Retiro', ' 28009 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d9787634-Reviews-El_Ancla-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33,,
5635,Lavazza,1.0,0,0,0,0,1,1,8880.0,€€ - €€€,[],0,,,,,"['Aeropuerto Madrid-Barajas. Terminal 1. Planta 1', ' 28042 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d19625188-Reviews-Lavazza-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,
5636,Malpicabar,4.0,70,59,16,12,9,207,1102.0,€€ - €€€,"['Mediterránea', 'Europea', 'Española']",0,4.0,4.0,4.0,,"['Calle Corredera Baja de San Pablo', ' 4', ' 28004 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d11769293-Reviews-Malpicabar-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,166,,
5637,Impero Ristorante,3.5,4,1,0,0,1,10,415.0,€€ - €€€,"['Del norte de Italia', 'Del centro de Italia', 'Del sur de Italia']",0,,,,,"['Calle de José Ortega y Gasset 90 Córner', ' 28006 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d25134784-Reviews-Impero_Ristorante-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,,
5638,O`pulpo,4.5,128,57,15,5,6,351,307.0,€€ - €€€,"['Marisco', 'Mediterránea', 'Europea']",1,4.5,4.5,4.0,4.5,"['Calle de los Canizares', ' 8', ' 28012 Madrid España']",https://www.tripadvisor.es/Restaurant_Review-g187514-d990889-Reviews-O_pulpo-Madrid.html,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,211,40.41281225,-3.7018683059565936
